Column1,Column2
i lost my old discord had to make a new one,hi just message any security and they'll help u out :))
"ngl no clue how im blacklisted, I played the game for a while in the past, but left rotmg related discords and quit for like a year or something","hey there chief, dm any online security for further assistance"
Hey. Want to ask will i got information about verdict of this situation?,"We do not disclose information to the public on decisions because it is higher staff information. However I can assure you that we put a lot of faith in our HRLs to make the decision that is best for the staff, raiders, and the server to make sure this does not become a common occurrence. We greatly appreciate you reporting this to us because this is a very serious issue that we want to prevent and be on top of for the future to keep up the professionalism and reputation of the server."
https://youtu.be/aFlKECn2qlE,"Thank you so much for sending us this clip, it greatly helps our HRLs handle the situation the best they can. The appropriate action will be taken on this. We greatly apologize for this incident"
how did i get suspended for leeching 2 runs in a row i was only in 1 run? and the rl him self was dragging minions behind others,You may appeal your suspension with the Raid Leader who suspended you.
"I havent my replays software enabled, but all hope is in other people reports.","Alright, thanks either way."
want to modmail XNebula cuz he is dragging mobs on people who needed to leave pc for a while. other people also saw this accident so i think its good time to demote that toxic person breaking tos,"I'll forward this to the HRL team, is there any proof of it so we can deal with this incident faster?"
menro just kicked me from a halls because i made fun of him for hitting a pot after he called me a retard for not following him to the pot 😔,Thanks for letting us know. I'll immediately forward it to the HRL team and they will deal with it appropriately.
"Hey! I want to modmail raidleader called XNebula. I got him when he was dragging on few people (including me) staying still in boss room. DECA is banning people for dragging on others, so I dont think its allowed in your server. Also, he sent me some copypasta to avoid the answer and sent me ''L'' message. I hope other people will also modmail him and we can make our realm better! Thanks!","We can quickly deal with it. I'll pass this onto the HRL team although proof is needed, if you have any feel free to send it to modmail."
i need help,It appears you are trying to verify an account that is already verified by another user. Please message a Security directly and they will assist you with verifying.
"eichhorst is just an L raidleader muted me for trying to have fun your other rls in the server are much better and actually have a personality, no ty for rushing or anything like that.",Thank you for informing us.
Please verify me i have no deaths,Message any of our securities for any help with verification. Although having no deaths might be a problem
"yeah, they just only show up in the seasonal voice chat channels and it doesn't really disturb me, just wanted to point it out worst case scenario something might happen to other users instead","They were deleted, thank you for noticing and letting us know, those were channels are hard for us to remember to check sometimes."
"hi, can y'all pls purge the copious amounts of porn spam bots in the voice chat channels ?","hello, we apologize you had to see any spam bots,,, as security, we try to stay on top of those and will do better for your own personal experience ! happy raiding"
